time_step,hourly_timestamp,hour_of_day,day_of_week,is_weekend,is_peak_hour,acn_sessions_count,acn_total_kwh,acn_avg_kwh_per_session,acn_base_revenue,acn_revenue_per_session,acn_energy_cost_per_kwh,urban_mean_utilization,urban_peak_queue,urban_total_volume,station_cluster_id
85,2024-01-04T13:00:00Z,13,3,0,0,33,794.1222496084284,24.0643105941948,11911.833744126427,360.964658912922,15.0,0.6326471668319048,1.9561005102426603,794.1222496084284,0
86,2024-01-04T14:00:00Z,14,3,0,0,23,395.5791803773485,17.199094799015153,5933.687705660228,257.9864219852273,15.0,0.41710049890779277,1.041428886893445,395.5791803773485,1
87,2024-01-04T15:00:00Z,15,3,0,0,30,331.84925821023273,11.061641940341092,4977.738873153491,165.92462910511637,15.0,0.6688017032368915,0.46744692808706034,331.84925821023273,2
88,2024-01-04T16:00:00Z,16,3,0,0,20,516.1937317746775,25.809686588733875,7742.905976620163,387.1452988310081,15.0,0.4330797271818787,0.09527550714449828,516.1937317746775,3
89,2024-01-04T17:00:00Z,17,3,0,1,32,574.7335435565926,17.96042323614352,8621.00315334889,269.4063485421528,15.0,0.6388836187255902,1.6504592432283682,574.7335435565926,4
90,2024-01-04T18:00:00Z,18,3,0,1,40,986.1868167948159,24.654670419870396,14792.802251922238,369.82005629805593,15.0,0.7512146509073225,3.1940994803681892,986.1868167948159,0
91,2024-01-04T19:00:00Z,19,3,0,1,30,538.3064114010278,17.943547046700928,8074.596171015418,269.1532057005139,15.0,0.7189733243406544,3.1737567879696345,538.3064114010278,1
92,2024-01-04T20:00:00Z,20,3,0,0,23,490.7781416287594,21.338180070815625,7361.67212443139,320.0727010622344,15.0,0.510356808444235,2.015885724282321,490.7781416287594,2
93,2024-01-04T21:00:00Z,21,3,0,0,29,609.2765790614053,21.009537209013978,9139.14868592108,315.1430581352097,15.0,0.6065227082546918,0.2604903974714219,609.2765790614053,3
94,2024-01-04T22:00:00Z,22,3,0,0,16,341.5454123402031,21.346588271262693,5123.181185103046,320.1988240689404,15.0,0.3559347261193183,0.0,341.5454123402031,4
95,2024-01-04T23:00:00Z,23,3,0,0,27,445.6152119575912,16.504267109540415,6684.228179363869,247.5640066431062,15.0,0.562834550926428,0.6195284630184721,445.6152119575912,0
96,2024-01-05T00:00:00Z,0,4,0,0,15,432.7823637425039,28.85215758283359,6491.735456137559,432.7823637425039,15.0,0.29099822513697204,0.0,432.7823637425039,1
97,2024-01-05T01:00:00Z,1,4,0,0,30,692.0762012213137,23.069206707377123,10381.143018319704,346.03810061065684,15.0,0.5404582895117525,1.7624636832175127,692.0762012213137,2
98,2024-01-05T02:00:00Z,2,4,0,0,18,378.34404547747204,21.019113637637336,5675.160682162081,315.28670456456,15.0,0.45666965930974396,0.0,378.34404547747204,3
99,2024-01-05T03:00:00Z,3,4,0,0,27,344.5086138978612,12.759578292513378,5167.629208467918,191.39367438770068,15.0,0.5079009014244057,0.0,344.5086138978612,4
100,2024-01-05T04:00:00Z,4,4,0,0,21,397.58804907025603,18.932764241440765,5963.820736053841,283.9914636216115,15.0,0.4281555778747564,0.0,397.58804907025603,0
101,2024-01-05T05:00:00Z,5,4,0,0,26,517.5278929726504,19.904918960486555,7762.918394589757,298.5737844072983,15.0,0.5831958186574511,0.0,517.5278929726504,1
102,2024-01-05T06:00:00Z,6,4,0,0,28,519.5877905511807,18.55670680539931,7793.81685826771,278.35060208098963,15.0,0.498148686400761,0.8334313315722947,519.5877905511807,2
103,2024-01-05T07:00:00Z,7,4,0,1,44,1064.8376550412536,24.200855796392126,15972.564825618803,363.0128369458819,15.0,0.8268339454305004,4.401681479374077,1064.8376550412536,3
104,2024-01-05T08:00:00Z,8,4,0,1,29,374.1055632162049,12.90019183504155,5611.583448243074,193.50287752562326,15.0,0.6960254640675406,2.017667588431777,374.1055632162049,4
105,2024-01-05T09:00:00Z,9,4,0,1,32,651.1444263230206,20.348263322594395,9767.16639484531,305.2239498389159,15.0,0.6655892267591254,2.6393965739497185,651.1444263230206,0
106,2024-01-05T10:00:00Z,10,4,0,0,23,466.2503164629357,20.271752889692856,6993.754746944035,304.07629334539286,15.0,0.5473627387727564,0.0017498636096950348,466.2503164629357,1
107,2024-01-05T11:00:00Z,11,4,0,0,17,442.03498161513886,26.00205774206699,6630.5247242270825,390.03086613100487,15.0,0.44438188541980117,1.2599066444418268,442.03498161513886,2
108,2024-01-05T12:00:00Z,12,4,0,0,23,572.2755495453267,24.88154563240551,8584.1332431799,373.22318448608263,15.0,0.488906806437049,0.0,572.2755495453267,3
109,2024-01-05T13:00:00Z,13,4,0,0,26,344.1814278617004,13.237747225450015,5162.721417925506,198.56620838175022,15.0,0.44006073545559776,0.0,344.1814278617004,4
110,2024-01-05T14:00:00Z,14,4,0,0,19,252.90474173820405,13.310775880958108,3793.571126073061,199.6616382143716,15.0,0.42017647819684667,0.0,252.90474173820405,0
111,2024-01-05T15:00:00Z,15,4,0,0,24,298.25101874205143,12.427125780918809,4473.765281130772,186.40688671378214,15.0,0.5362476458805302,1.0421361279687207,298.25101874205143,1
112,2024-01-05T16:00:00Z,16,4,0,0,23,534.6227227441582,23.24446620626775,8019.340841162373,348.6669930940162,15.0,0.48772112508424853,0.0,534.6227227441582,2
113,2024-01-05T17:00:00Z,17,4,0,1,48,994.0920220602163,20.71025045958784,14911.380330903245,310.6537568938176,15.0,0.9331458765854354,5.368617230798979,994.0920220602163,3
114,2024-01-05T18:00:00Z,18,4,0,1,35,495.28201937007333,14.150914839144953,7429.2302905511,212.2637225871743,15.0,0.7190256896517395,2.4857344209405787,495.28201937007333,4
115,2024-01-05T19:00:00Z,19,4,0,1,35,679.9555270807919,19.42730077373691,10199.332906211877,291.4095116060536,15.0,0.6402654131433342,2.6404704434068034,679.9555270807919,0
116,2024-01-05T20:00:00Z,20,4,0,0,18,306.0562479341604,17.003124885231134,4590.843719012406,255.04687327846702,15.0,0.34055723412056327,0.0,306.0562479341604,1
117,2024-01-05T21:00:00Z,21,4,0,0,25,500.6554624647729,20.026218498590914,7509.831936971594,300.3932774788637,15.0,0.5302348290331642,0.3493288840963842,500.6554624647729,2
118,2024-01-05T22:00:00Z,22,4,0,0,25,577.8562415434374,23.114249661737496,8667.84362315156,346.7137449260624,15.0,0.45499345285207565,0.0,577.8562415434374,3
119,2024-01-05T23:00:00Z,23,4,0,0,22,57.4013864999788,2.609153931817218,861.020797499682,39.13730897725827,15.0,0.5535491809975205,0.26722874802569213,57.4013864999788,4
120,2024-01-06T00:00:00Z,0,5,1,0,12,293.5695218579313,24.464126821494276,4403.54282786897,366.9619023224141,15.0,0.3482087744194366,0.5428356690763532,293.5695218579313,0
121,2024-01-06T01:00:00Z,1,5,1,0,31,532.6949152236436,17.183706942698183,7990.4237283546545,257.75560414047277,15.0,0.5755340842443205,3.2945986336540978,532.6949152236436,1
122,2024-01-06T02:00:00Z,2,5,1,0,22,397.10985698892443,18.05044804495111,5956.647854833866,270.75672067426666,15.0,0.5396793578770243,0.5999071267167488,397.10985698892443,2
123,2024-01-06T03:00:00Z,3,5,1,0,16,181.53015169875462,11.345634481172164,2722.9522754813192,170.18451721758245,15.0,0.4049572729299405,0.49391152128121585,181.53015169875462,3
124,2024-01-06T04:00:00Z,4,5,1,0,22,424.9214396853962,19.314610894790736,6373.821595280943,289.719163421861,15.0,0.48860635602461533,0.0,424.9214396853962,4
125,2024-01-06T05:00:00Z,5,5,1,0,30,885.8860855390491,29.52953618463497,13288.291283085737,442.94304276952454,15.0,0.5961303471963638,1.18890579289413,885.8860855390491,0
126,2024-01-06T06:00:00Z,6,5,1,0,14,379.3771084280621,27.098364887718724,5690.656626420931,406.47547331578085,15.0,0.38053297381225204,0.0,379.3771084280621,1
127,2024-01-06T07:00:00Z,7,5,1,1,34,701.7669816549383,20.640205342792303,10526.504724824073,309.60308014188456,15.0,0.6444452301103382,0.9631139518236563,701.7669816549383,2
128,2024-01-06T08:00:00Z,8,5,1,1,23,390.7405366685497,16.988718985589117,5861.108050028245,254.83078478383675,15.0,0.5351945093844259,0.0,390.7405366685497,3
129,2024-01-06T09:00:00Z,9,5,1,1,42,649.3086508502081,15.459729782147813,9739.629762753122,231.8959467322172,15.0,0.853214252595922,4.0931755934302805,649.3086508502081,4
130,2024-01-06T10:00:00Z,10,5,1,0,13,368.79363036043986,28.368740796956914,5531.904455406598,425.5311119543537,15.0,0.32475532996731316,0.0,368.79363036043986,0
131,2024-01-06T11:00:00Z,11,5,1,0,24,553.9327984823699,23.080533270098744,8308.991977235548,346.2079990514812,15.0,0.4015064381578995,0.0,553.9327984823699,1
132,2024-01-06T12:00:00Z,12,5,1,0,13,175.39578382677,13.49198337129,2630.93675740155,202.37975056935002,15.0,0.27197088717647444,0.0,175.39578382677,2
133,2024-01-06T13:00:00Z,13,5,1,0,15,271.90040037328924,18.12669335821928,4078.5060055993386,271.90040037328924,15.0,0.3808467176086707,0.0,271.90040037328924,3
134,2024-01-06T14:00:00Z,14,5,1,0,19,354.00707436712304,18.63195128248016,5310.1061155068455,279.4792692372024,15.0,0.3374761816446444,0.0,354.00707436712304,4
135,2024-01-06T15:00:00Z,15,5,1,0,24,582.1625117520612,24.25677132300255,8732.437676280917,363.8515698450382,15.0,0.5973460891602558,0.35309716906700583,582.1625117520612,0
136,2024-01-06T16:00:00Z,16,5,1,0,18,412.15539613948687,22.89752200774927,6182.330942092303,343.46283011623905,15.0,0.32635878277423536,0.63772957114295,412.15539613948687,1
137,2024-01-06T17:00:00Z,17,5,1,1,31,896.0130629125094,28.90364719072611,13440.195943687642,433.55470786089165,15.0,0.6189275735382807,1.4417555237263915,896.0130629125094,2
138,2024-01-06T18:00:00Z,18,5,1,1,35,562.710418582672,16.077440530933487,8440.65627874008,241.16160796400231,15.0,0.6900218970407038,4.979099778862276,562.710418582672,3
139,2024-01-06T19:00:00Z,19,5,1,1,34,939.0438597329475,27.61893705096904,14085.657895994213,414.2840557645356,15.0,0.7619574911434577,0.1628278545710975,939.0438597329475,4
140,2024-01-06T20:00:00Z,20,5,1,0,14,216.68206813490502,15.477290581064645,3250.2310220235754,232.1593587159697,15.0,0.31894941530207815,0.0,216.68206813490502,0
141,2024-01-06T21:00:00Z,21,5,1,0,8,134.13708463029894,16.767135578787368,2012.0562694544842,251.50703368181053,15.0,0.2708963929101885,0.0,134.13708463029894,1
142,2024-01-06T22:00:00Z,22,5,1,0,25,610.2049696186813,24.408198784747253,9153.07454428022,366.1229817712088,15.0,0.5687141635072566,0.3890363657196005,610.2049696186813,2
143,2024-01-06T23:00:00Z,23,5,1,0,28,892.4061164889343,31.871647017461942,13386.091747334016,478.0747052619291,15.0,0.6172842295373306,2.187374988060604,892.4061164889343,3
144,2024-01-07T00:00:00Z,0,6,1,0,14,390.7426728074646,27.9101909148189,5861.140092111969,418.65286372228354,15.0,0.3559495441126475,0.0,390.7426728074646,4
145,2024-01-07T01:00:00Z,1,6,1,0,12,295.57065285189844,24.630887737658202,4433.559792778477,369.463316064873,15.0,0.28641345024927534,0.0,295.57065285189844,0
146,2024-01-07T02:00:00Z,2,6,1,0,13,296.5930003848871,22.814846183452854,4448.895005773306,342.2226927517928,15.0,0.26014324261808586,0.0,296.5930003848871,1
147,2024-01-07T03:00:00Z,3,6,1,0,11,263.8616312463073,23.987421022391572,3957.9244686946095,359.8113153358736,15.0,0.2741157958447805,0.0,263.8616312463073,2
148,2024-01-07T04:00:00Z,4,6,1,0,31,608.4513147876683,19.627461767344137,9126.769721815024,294.41192651016206,15.0,0.5795164556638963,1.0811447228272468,608.4513147876683,3
149,2024-01-07T05:00:00Z,5,6,1,0,32,789.2819424621359,24.665060701941748,11839.22913693204,369.9759105291262,15.0,0.5783112835375057,0.021377919647237786,789.2819424621359,4
150,2024-01-07T06:00:00Z,6,6,1,0,14,209.8567293459886,14.98976638185633,3147.850940189829,224.84649572784494,15.0,0.3435442996730425,0.0,209.8567293459886,0
151,2024-01-07T07:00:00Z,7,6,1,1,23,284.70658868545087,12.378547334150038,4270.598830281763,185.6782100122506,15.0,0.5685215872009702,1.4829521865883368,284.70658868545087,1
152,2024-01-07T08:00:00Z,8,6,1,1,24,512.1291198843913,21.338713328516306,7681.9367982658705,320.0806999277446,15.0,0.5360858271410117,1.2427881817933568,512.1291198843913,2
153,2024-01-07T09:00:00Z,9,6,1,1,24,376.75039616592574,15.697933173580239,5651.255942488886,235.4689976037036,15.0,0.4815127861032261,0.0,376.75039616592574,3
